id,type,text1,text2,text3,notes
oas_m_pd,WEAPON,"The double-barreled version of the Star Sprayer can saturate the space around any ship with its kinetic bullet storm. According to an infamous marketing sheet, it creates a ballistic protecting dome around the ship. When a missile finally gets past this imaginary dome, a ship's captain is usually the first to have a go at the running joke about the gun's name.",,,
oas_xlcannon,WEAPON,"A heavy projectile gets propelled by chemical combustion. The coil system activates hundreds of smaller objects inside the primary shell to spin around in a superconductive magnetic field. Upon impact, the fast circling kinetic payload gets released, ripping apart energy shields and ship hulls.",,,
oas_xl_blazer,WEAPON,Voted as the most efficient pirate repellant around the Persean system. The largely shaped plasma arcs destroy the will of any opposing force that dares to come close enough. There's not a single spacer who would willingly want to see a thin plasma arc cut through their crewmates.,,,
oas_trident_large,WEAPON,The ultimate long-range missile system. Each Trident missile unveils three harpoon-class submunitions upon reaching its target. This large mounting fires a triple salvo of Tridents and is likely to be the first weapon fired in an engagement as the last.,,,
oas_miningblaster_fighter,WEAPON,"The miner's best friend in a miniature size, this weapon can deliver pulverizing bolts of energy at medium range, albeit at an extreme cost in flux.",,,
oas_l_miningblaster,WEAPON,"The miner's best friend in a overcompensated size, this weapon can deliver pulverizing bolts of energy at medium range, albeit at an extreme cost in flux.",,,
oas_l_pd_mining,WEAPON,"AADS is An early version of the Paladin PD System deployed in mobile Hexagon mining stations. This Mid Expansion Epoch version of the system is not modular, as it requires a proprietary connection to the computing capabilities of the mothership. The capacitors are not as large as what the later modular version has. Nonetheless, upgraded with new targeting specifications meant for combat, it can act as a formidable point defense weapon.",,,
oas_m_energy,WEAPON,"Antimatter Pulse Blaster modified to fit in a standard mount. Instead of being integrated into the ship's antimatter tank, it uses an internal portable tank. As antimatter is volatile by nature, it requires certain precautions and bulk to keep it safely contained, increasing the size of the gun without direct integration to ship tanks. Sophisticated antimatter handling protocols control the process more accurately, allowing for smaller dosages and directed burst fire. The dose of antimatter per blast is so low that the weapon requires refills only during regular maintenance.",,,
oas_l_energy,WEAPON,"Antimatter Autopulser is the bigger portable version of Antimatter Blaster. The housing has grown enough to make way for a more effective autoload mechanism. The autoloader prepares antimatter in larger patches, allowing the gun to be fired and operated during this time.",,,
oas_phasey_big,WEAPON,"Hitting a shield with a nicely timed Snapper is a great way to cause overload. Snapper missiles are purpose-built kinetic anti-shield missiles. Snapper contains a bulky kinetic Plutonium penetrator encased in a guided rocket propulsion system. The kinetic penetrator's shape disrupts the oscillations of the energy shield system on impact. The force of the massive penetrator generates energy waves at designed frequencies, nullifying and amplifying waveforms within the flux system, causing energy fluctuations you'd generally want to avoid in the ship's flux capacitors.",,,
oas_phasey_big_rear,WEAPON,The ultimate long-range missile system. Each Trident missile unveils three harpoon-class submunitions upon reaching its target. This integrated mounting fires two Tridents and is likely to be the first weapon fired in an engagement as the last.,,,
oas_phasey_small,WEAPON,"This bomb bay contains an automated bomb unloader that can launch an entire row of bombs faster than a standard Piranha bomber. The bombs are equipped with a tiny graviton accelerator, adjusting the course and accelerating the bomb towards the target, enabling accurate bombing runs during unconventional maneuvers.",,,
oas_s_matchstick_fighter,WEAPON,A small torpedo launcher equipped with a single matchstick torpedos. The torpedos are weak but reliable and cheap to manufacture.,,,
oas_s_matchstick_bomber,WEAPON,A small torpedo launcher equipped with two matchstick torpedos. The torpedos are weak but reliable and cheap to manufacture.,,,
toopo_hound_rocket,WEAPON,"A Hound ship has to be butchered in the making of a Dogleg torpedo. An active antimatter warhead replaces the top fuel storage unit of the engine, reaper style. Even the most enormous ships can fall to this torpedo if struck directly in the hull.",,,
ameg_tanker_blaster,WEAPON,"A deadly Antimatter pulse blaster is fed directly by an antimatter tank on the ship hull. Unlike the basic AM blaster, this one utilizes much more sophisticated Antimatter handling protocols enabling it to control the annihilation process more accurately, allowing for smaller dosages and burst fire.",,,
oas_miniblaster_fighter,WEAPON,"A miniature version of the Heavy Blaster. Fires bolts of energy at enemy targets. With high damage and flux costs, the heavy blaster is one of the most damaging weapons for its size.

A reliable energy weapon, the Mini Blaster uses improved high-energy gas ammunition which, when activated by a strong electric current, is converted into plasma. A guiding electron is fired along the axis of traversal beforehand, ensuring that the uncontained plasma bolt will travel in the intended direction, thanks to physics that are no longer well understood.",,,
oas_orb_spectator,WEAPON,"The inside of the Osiris Radar Ball(ORB) is full of weird electrical devices and sensor arrays that seem to measure everything happening within the imminent space. The ORB can focus the ship's energy into a short burst laser in addition to acting as a radar. The energy level of the laser is amplified during ship system usage, which is usually linked with the ORB.",,,
oas_orb_gazer,WEAPON,"The inside of the Osiris Radar Ball(ORB) is full of weird electrical devices and sensor arrays that seem to measure everything happening within the imminent space. The ORB can focus the ship's energy into a short burst laser in addition to acting as a radar. The energy level of the laser is amplified during ship system usage, which is usually linked with the ORB.",,,
oas_orb_observer,WEAPON,"The inside of the Osiris Radar Ball(ORB) is full of weird electrical devices and sensor arrays that seem to measure everything happening within the imminent space. The ORB can focus the ship's energy into a short burst laser in addition to acting as a radar. The energy level of the laser is amplified during ship system usage, which is usually linked with the ORB.",,,
oas_orb_sun,WEAPON,"The inside of the Osiris Radar Ball(ORB) is full of weird electrical devices and sensor arrays that seem to measure everything happening within the imminent space. The ORB can focus the ship's energy into a short burst laser in addition to acting as a radar. The energy level of the laser is amplified during ship system usage, which is usually linked with the ORB.",,,
oas_s_cannon_fighter,WEAPON,"A magnetic system triggers the kinetic payload rotation inside the small bullet much faster, enabling this version of the Magnetron series to shoot at a much faster rate of fire than its bigger siblings. The only limiting factor is the ammo feeding system, not being able to keep up with the gun's output in the cramped room of a small mount.",,,
oas_l_pd,WEAPON,"Nova is the brightest Star in the weapon lineup. The wide, flat magnetic barrel shoots fast kinetic projectiles in a wide arc. A single bullet contains p-phase coupled anti-alpha particles. Any rupture in the containment shell causes a violent kinetic burst of super fast particles, an explosion-like effect that is no explosion, but the result looks the same. Each bullet tip contains a proximity fuse that gets triggered by any object with a mass.",,,
oas_m_poor_cannon,WEAPON,"The cannon got mass-produced during the early Domain expansion era. It is so common and affordable that you cannot find a spacer who has not come to either love or hate it. No one claims it rules modern combat, far from it when it cannot pressure energy shields with flux build-up. It's a cheap legacy instrument that does the job, but not something you should keep over the competition.",,,
oas_l_shottie,WEAPON,"The monstrous double cannon shoots huge blazing heavy metal balls containing explosive cores. During the pre-collapse Domain, the weapon was banned from use within ten light-years of population centers due to highly inaccurate firing patterns. The weapon blueprints resurfaced quickly after the collapse and have been in constant use as the value of life has permanently deflated.",,,
oas_m_shottie,WEAPON,"A big brown gun shooting out ""berries"" in an inaccurate arc. The little brother of the Big Berry cannon. Surprisingly effective in the right hands and range. The more you shoot without letting the weapon cool down, the more inaccurate it gets. It can do suppression fire on far-away targets, yet it's more efficient in close-range engagements.",,,
oas_s_shottie,WEAPON,"A miniature Berry cannon that can only shoot a single berry at once. Picking up a Ballblast requires more than a usually confident captain. Inaccuracy and slow firing rate are not the best selling points, but the way the berries strip armor and hull more than make up for it.",,,
oas_s_shottie_fighter,WEAPON,"The miniature version of the Ballburst cannon shoots a bunch of berries, smaller than the larger modular versions. This version lacks the hull penetrating power of a large berry projectile, but when used in larger quantities, even bigger ships need to take care when facing it in battle.",,,
oas_m_trident,WEAPON,The ultimate long-range missile system. Each Trident missile unveils three harpoon-class submunitions upon reaching its target. This medium mounting fires a single Trident and is a potent finisher from a long range.,,,
oas_m_kinetic2_missile,WEAPON,"Pecker is a terrifying launch platform for any ship getting too close to be in its range. Its only job is to aid a ship in brawling range to overload the enemy shield. The volatile solid fuel propellant of the missile is toxic and very potent, making the projectile fast enough to swing by PD weapons. The guidance system contains state-of-the-art tracking capability from the late Domain expansion era.",,,
oas_l_benergy,WEAPON,"G1 is the pinnacle of post-collapse weapon blueprint design. A reasonable person could argue it has to be a creation from the pre-collapse era, although the manufacturer claims it's a new invention. A supposed combination of the best currently known technical solutions and Domain-era components working together. It cannot match the damage or the flux efficiency of some of the pre-collapse designs. The weapon's better range gives a tactical advance over many, more efficient guns.",,,
oas_m_benergy,WEAPON,"A simple weapon, it's claimed to have been created by the top minds in the Persean sector, with the current levels of understanding of physics mixed with a bunch of precollapse technologies to achieve a working weapon. Easy to use and maintain without the need to understand how it works. Ammunition goes in a receiver; a bullet gets shot out of the barrel. The ammunitions neutrons and electrons get ripped off when shot through the barrel, making it a highly destructive Proton impactor.",,,
oas_s_benergy,WEAPON,"""The weapon works perfectly in a lab environment, shredding shields and armor. But in actual combat trials, which you told me would be a waste of everyone's time, suggest that it's too hotheaded on our ships, par a few niche use cases. Need I also remind you that the original contract only specified the G1- and G2-Proton. So do not expect us to pay the invoice.

Ps. Osiris himself personally cooked the Volturnian lobster you sent. It had a sour taste even after steaming it with the G5X.""",- OA Dep. of Acquisitions,,
oas_s_cracker_fighter,WEAPON,"An early expansion relic that shoots ammunition, it lacks enough punch to do anything on modern shields and armor.",,,
oas_s_cracker,WEAPON,Quadquaker was a tool made to cut the surface of asteroids. Many rebels during the mid-expansion era found it passable as a weapon of war. The Quadquaker is exceedingly effective as an areal denial weapon against strike-craft. You can no longer come by one configured solely on mining tasks as the blueprint with the rebel firmware won the natural selection.,,,
oas_m_cracker,WEAPON,"An asteroid cracking tool, originally designated as ""Ferrite Cracker M86"" by the company that created it. Never designed for combat, the weapon became a central tool for the infamous rebel skipper Oba Baobab in a distant sector far away from the Persean sector. According to legends, Oba destroyed an onslaught from behind with a few well-placed hammers and an accelerated ammo-fed cracker. Domain architects quickly placed a ban on Cracker sales for civilians after the rebel incident.",,,
oas_l_orb_missile,WEAPON,"This slightly non-orthodox missile contains an electrically charged capacitator bank connected to a plasma coil. The launcher safely stores the precharged missiles. Upon launch, safety triggers get disconnected, and the onboard computer gets total control over the device. As the plasma coil leaks current, the control system gives any passing by enemy craft or missile a vicious zap. The missile triggers a complete discharge close to the target, bolting every last electron in a thunderous arc.",,,
ameg_lolslaught_blaster,WEAPON,"You are looking at the deadliest version of the Antimatter Pulse Blaster, capable of sending a never-ending stream of AM ammunition. The integration to the hull allows the gun to be fed directly from the ship's fuel containment units. Parts of the hull seem to act as a complicated venting surface, keeping the flux levels in check.",,,
oas_m_smartbomb,WEAPON,"This launcher is a modular bomb platform that enables a ship to deliver heavy explosive ordnance without crewed bombers. A built-in nanoforge supplies bombs indefinitely, keeping the space saturated with explosive ordnance. Each delivery vessel contains enough destructive power to bring down any frigate, most will easily dodge the bombs moving at a snail's pace. A heavy cruiser or a capital class ship has a much harder time moving out of the way of the destruction..",,,
oas_s_smartbomb,WEAPON,"This launcher is a modular bomb platform that enables a ship to deliver heavy explosive ordnance without crewed bombers. A built-in nanoforge supplies bombs indefinitely, keeping the space saturated with explosive ordnance. Each delivery vessel contains enough destructive power to bring down any frigate, most will easily dodge the bombs moving at a snail's pace. A heavy cruiser or a capital class ship has a much harder time moving out of the way of the destruction..",,,
oas_lg,WEAPON,"A simple short-range arc welder has been through modifications that amplify the per charge electric charge to dangerous levels, weaponizing the Welder. The weapon has impressive accuracy against anything that gets close enough to connect the high voltage circuit through the vacuum of space.",,,
oas_drone_missile,WEAPON,"No text, player should not see this.",,,
oas_l_hyper,WEAPON,"""I provided the hyper fluxer blueprint. The credits hit my account. I heard you hit the necessary flux efficiency margin and achieved the required armor penetration levels. Such a terrifying weapon you got now. Daud must be shivering in his pants. Tell the old man we are even and not to contact me ever again, unless it's for a drink. His [STATIC] would kill me if she ever finds out I aided you with this.""","- Unknown Tri-Tachyon personnel, COMSEC Intercept from Port Tse Franchise relay",,
oas_s_energy,WEAPON,"This EMP saturation weapon is from the mid-expansion era, created before the more accurate Ion Cannon took over the market. The inaccurate and energy-wasting physics made Domain Armada phase the device out soon after. The Thunder Baller saw most of its use as a scare weapon by criminals, preferring the flashier projectile array over actual combat results.",,,
toopo_m_fallen_eagle_flamethrower,WEAPON,"""The Port Tse engineers were reluctant to do what I wanted. Turning the shuttle, with all of them aboard, into a blazing fireball was the best motivational acts of my career as a pirate. Surviving the experience inside the shuttle made them realize that the weapon really needed their finely craftmanship skills. Afterwards, I did reward them with another round. Let the record show that the flamethrower worked that time.""",-Captains log,,
toopo_solace_l_lazer,WEAPON,"Rebel Laser L1 is the primary laser emitter on the Solace. A high performance armor destroying beam fed by the built-in capacitors inside the ship's hull. The Domain architects were frightened of any Onslaught captain rebelling against them. The laser is a literal relief to the thought, as it can penetrate capital class armor.",,,
toopo_solace_s_l_lazer,WEAPON,The L3 acts as a tertiary supplement in armor breaching needs. Useful when you don't need the full power of the L1 against smaller vessels and less armored targets.,,,
toopo_solace_s_r_lazer,WEAPON,The L3 acts as a tertiary supplement in armor breaching needs. Useful when you don't need the full power of the L1 against smaller vessels and less armored targets.,,,
oas_s_kineticmissile,WEAPON,"Hitting a shield with a nicely timed Snapper is a great way to cause overload. Snapper missiles are purpose-built kinetic anti-shield missiles. Snapper contains a bulky kinetic Plutonium penetrator encased in a guided rocket propulsion system. The kinetic penetrator's shape disrupts the oscillations of the energy shield system on impact. The force of the massive penetrator generates energy waves at designed frequencies, nullifying and amplifying waveforms within the flux system, causing energy fluctuations you'd generally want to avoid in the ship's flux capacitors.",,,
oas_s_kineticmissile_p,WEAPON,"The guidance system has been stripped out and the kinetic warhead seems to be missing along with the protective shell, most likely sold in the black market. The innards have been replaced by a large quantity of makeshift explosives. The stylish flame paint job seems to be the only saving grace as the missile was turned into a dumbfire torpedo.",,,
ballisticdrive,SHIP_SYSTEM,Power from the shields are used to temporarily boost the ammunition feeders and the engines.,Offensive,Power from the shields are used to temporarily boost the ammunition feeders and the engines.,
ballisticmaneuver,SHIP_SYSTEM,Boosts the ammunition feeders and allows the ship to do impressive maneuvers with guns blazing.,Offensive,Boosts the ammunition feeders and allows the ship to do impressive maneuvers with guns blazing.,
targetingassistant,SHIP_SYSTEM,"The onboard ORB will provide more accurate targeting data, boosting recoil, projectile speed and range of ballistic weapons.",Offensive,"The onboard ORB will provide more accurate targeting data, boosting recoil, projectile speed and range of ballistic weapons.",
toopo_advanced_burndrive,SHIP_SYSTEM,Fires the main burn drive in a more controlled manner while retaining some maneuverability. The massive speed boost comes at the cost of not being able to use shields. Collisions can cause catastrophic engine flameouts.,Movement,Fires the main burn drive in a more controlled manner while retaining some maneuverability. The massive speed boost comes at the cost of not being able to use shields. Collisions can cause catastrophic engine flameouts.,
toopo_makeshift_emp,SHIP_SYSTEM,"Activates an EMP generator. Nearby missiles, fighters, weapon emplacements, and engines of enemy ships are all targeted and can be disabled in short order.

Unfortunately, onboard weapon systems must be shut down to provide power for this device. The EMP pulses are also not very effective against enemy shields.",Special,"Generates lightning arcs that quickly knock out enemy missiles, weapons, and engines within the range. Mostly negated by shields.",
oas_timedilation,SHIP_SYSTEM,"Allows the ship to dilate time and space around the ship. Enabling the ship to travel larger distances in a short time (for the outside observer). For anyone inside the ship, time outside the field seems to stop to a crawl. The dilation field makes it impossible for weapons to acquire targets, so their energy is used to feed the Time dilator instead.",Movement,Enables the ship to travel larger distances in a short time (for the outside observer). The dilation field makes it impossible for weapons to acquire targets.,
oas_timedilation_ameg,SHIP_SYSTEM,"Allows the ship to dilate time and space around the ship. Enabling the ship to travel larger distances in a short time (for the outside observer). For anyone inside the ship, time outside the field seems to stop to a crawl. The dilation field makes it impossible for weapons to acquire targets, so their energy is used to feed the Time dilator instead.",Movement,Enables the ship to travel larger distances in a short time (for the outside observer). The dilation field makes it impossible for weapons to acquire targets.,
oas_timedilation_ameg_x,SHIP_SYSTEM,"Allows the ship to dilate time and space in a single axis around the ship. Enabling the ship to travel forward or backward. For those inside the ship, time outside seems to stop to a crawl. The single-axis dilation field is a simpler spacetime modification and allows weapons to fire normally.",Movement,Enables the ship to travel quickly in a short time in a single axis(forward or backwards).,
oas_sunboost,SHIP_SYSTEM,"Links the Osiris Radar Ball(ORB) with nearby ships, boosting weapons range and creating a time dilation field whose power depends upon the ship size.",Special,"Boost nearby ships' weapon range and give them a time dilation bonus. If no allies in range, the ship boosts itself.",
oas_drone_strike,SHIP_SYSTEM,"The ORB transmits a large power charge along with target instructions to a single Retinator drone, launching it in a self-sacrificing attack towards the target. The drone's Snapper core gets activated and matched with the target shield's harmonic data.",Offensive,Launches one of the Retinator drones into a self-sacrificing attack with a shield penetrating kinetic payload.,
oas_orb_activate,SHIP_SYSTEM,"Initiates overflux power protocols, aided by the processing prowess of the ORB device. Engine power and weapon rate of fire are boosted for a short period of time. Generates a time and space dilating wave on activation.",Offensive,Activates the ORB aided power core protocols that can only be uphold for a short period.,
station_harman,CUSTOM,This huge orbital fuel depot was created to make the large distance manageable to smaller trade fleets and convoys on their way to the Osiris Alliance territory. Some of the travelers get stuck here after spending their life savings on untrustworthy liner captains. The mining colony below is a good place as any for honest work when compared to any other planet in the Persean sector. All fleets wishing to fill their tanks here must have bought their share in advance from an auction system months before their trip.,,"The halls are full of people, most of them suffering from long-term effects of being in a closed space for too long. The station is split apart, those fortunate enough to have made their bids for fuel early in advance are treated like VIP customers. Everyone else is just left on their own. Courtesy of the Antimatter Energy Group that runs the place.",
planet_harman,CUSTOM,"A small mining colony far away from everything. The edge of the Osiris Alliance territory. The local mining industries are not important to anyone else but the locals. However, the fuel depot orbiting the planet is important, it's an important antimatter fuel resource on a route that lets convoys move freely between the core systems and the Bereer star system. The spaceport acts as a resting place and it has recently gained a boom in a surplus crew. Many passengers are looking for work as scamming travel organizers leave their customers stranded on the depot.",,"A small mining colony, you notice a Military base with the Osiris Alliance colors.",
planet_fura,CUSTOM,"A volcanic planet with ever-changing mountain ranges due to hourly tectonic activity. It hosts a small mining colony that has managed to survive through multiple catastrophic system wide events.",,"Fura is a fiery volcanic planet, covered by clouds of ash. The tectonic activity is caused mainly by the gravity of the gas giant Airo, gripping the planet into a tidal lock. There are a few moving mining platforms open for outside business. Domain aged computer forecasts predict where the tectonic activity hits next, allowing the populated platforms to move towards safer grounds. It's a constant battle against the planet, but the local populace wouldn't have it any other way.",
planet_vaultron,CUSTOM,"This planet has been bombarded to ruins. Covered in glass dust. It holds a vast array of technology treasures from the Domain era. While the surface is a dry desert, ruins are found under every dune, and underneath the large ruined cities are vast underground water reserves, built by the domain long ago. The planet has become a booming center for new entrepreneurs and it's now a home for thousands of new corporations fighting to become the next big thing.",,"Your sensors show hundreds, if not thousands of population hubs around the desert surface. The air is dry, a bit hot. Radio wave bandwidth is full of business chatter, commercials, and encrypted transmissions. You could choose to go to any one of the available market hubs to do your business. Active competition ensures you'll get the market value in prices.",
planet_magnetron,CUSTOM,"Vaultrons satellite planet. Plain rocky surface, no atmosphere. Completely lifeless except for a single large blip on a radar",,"The only settlement on the surface houses the Antimatter Energy Group headquarters and fuel production facilities. Seeing anything but tankers and business shuttles land here is rare.",
planet_eria,CUSTOM,"One the most pleasant climates one can find in the Persean system. Only a small part of the land is used, yet the planet could potentially feed half of the people in the Persean system. The planet is protected by a local military base.",,A single large military base is apparent in the vast sanctum paradise of what seems to be an infinite amount of organics and freshwater. Is this what the legendary Earth was like?,
planet_fugura,CUSTOM,"A forgotten Domain mining colony has been turned into a local pirate safe haven by its new habitats. The anarchist pirate captains of the planet usually keep a low profile, but occasionally cause trouble with the trade routes fueling at the Harman station when their supplies run low.",,"Cold and harsh world, the small population of misfit spacers and civilians who did not fit in the more civilized Harman colony reside here. Tribalism rules, and even on occasion anarchy, depending on which items are short in supply.",
osiris,FACTION,"Named after the legendary salvage captain Osiris Sun. The Osiris Alliance is ruled by a board of directors. Any corporate entity that has enough credits can buy a seat on the table. Against the original spirit of the Alliance, this fee seems to steadily raise. The Osiris Alliance is the entity responsible for the governing and military security of few planets that make up the alliance. Before the independence declaration, its main responsibility was to fight against pirates, during the AI wars it protected civilian populations as best as it could. After the declaration of free enterprise and independence, protection against possible invasions by other factions became the new focus for the Osiris Alliance military.

The Alliance was born with the idealogy of free enterprise. Anyone is free to join their world and start building their own enterprises. This has made the Alliance worlds gain a steady flow of people from the core Persean systems. The planets are full of Domain technology, ripe to be picked up and used again. Surprisingly, completely new technology has started to emerge from the ashes due to the free capitalistic system. Even natural monopolies are starting to emerge, causing internal stress and conflicts. Two of the companies by name are the Antimatter Energy Group, holding a monopoly in all things energy. And the Power Jinx R&D whose ship designs have made a lasting impression for their customers all around the sector.",,,
harman_abandoned_station,CUSTOM,"A huge domain era mining station, once constantly being fed materia from the Harman's belt.",,The abandoned mining station sits silently in space. Its vast hulk is a reminder of the days of Domain. Nothing in this scale could be build today.,
